agency_slug,agency_name,text,char_count,word_count
pakistan_broadcasting_corporation,Pakistan Broadcasting Corporation,"The Pakistan Broadcasting Corporation ( Urdu : شرکت نشریات پاکستان ); also known as Radio Pakistan , serves as the national public broadcaster for radio in Pakistan. Although some local stations predate its founding, it is the oldest existing broadcasting network in Pakistan. The network was established on 14 August 1947, following Pakistan's independence from Britain. On 20 December 1972 its character was changed to a statutory body governed by a board of directors and led by a Director General. Radio is broadcast through FM, AM and shortwave radio frequencies. Select programming is also available through WRN . PBC offers programming in Urdu and English on its national radio broadcasts, while offering programming in 23 different regional languages on its domestic radio service. Its external services are broadcast eight hours daily in 10 different foreign languages, covering the Middle East , Central Asia , South Asia , the Far East Asia and parts of Eastern Europe . PBC has employed commercial advertising on its broadcasts to supplement its federal funding since its inception. The Pakistan Broadcasting Corporation Act, 1973. was enacted... ...to provide for the establishment of a broadcasting corporation, to ensure effective operation and growth of broadcasting as a function-oriented public service medium, general improvement in the quality of programmes, speedy, implementation of projects and better utilisation of talent, and for matters connected therewith; The functions of the corporation as outlined in the act are: In accordance with PBC's Act subsequent amendment through a Presidential Ordinance in 2024, a board of directors is responsible for the management of the Pakistan Broadcasting Corporation. The general management of PBC is in the hands of a director general, who now is appointed by the Federal Government on the recommendation of Board. In total, the board is made up of 18 members, out of which 11 are Independent Directors hailing from private sector and 7 ex-officio members including the director general. The composition of the Board is as follows: Radio Pakistan was originally known as the Pakistan Broadcasting Service at the time of its inception on 14 August 1947. It had the honour of publicly announcing Pakistan's independence from Britain on 13 August 1947 at 11:59 pm. Mustafa Ali Hamdani made the announcement from Lahore in Urdu and English , while Abdullah Jan Maghmoom made the announcement from Peshawar in Pashto . السلام علیکم۔ پاکستان براڈکاسٹنگ سروس۔ ہم لاہور سے بول رہے ہیں۔ تیرا اور چودہ اگست، سنہ سینتالیس عیسوی کی درمیانی رات۔ بارہ بجے ہیں۔ طلوع صبح آزادی۔ The English translation of this announcement is as follows: Greetings. Pakistan Broadcasting Service. We are speaking from Lahore. The night between the thirteenth and fourteenth of August, year forty-seven AD. It is twelve o'clock. Dawn of Freedom. According to one of the pioneers of Radio Pakistan, Agha Nasir (9 February 1937 – 12 July 2016), three radio stations at Dhaka (established in 1939), Lahore (1937) and Peshawar Radio Station (1935) existed at the time of independence of Pakistan on 14 August 1947. There was no radio station in the capital of Pakistan, Karachi in 1947. On a high priority basis, a major program of expansion saw new stations opened at Karachi and Rawalpindi in 1948, and a new broadcasting house at Karachi in 1950. This was followed by new stations at Hyderabad (1951), Quetta (1956), a second station at Rawalpindi (1960) and a Receiving Centre at Peshawar (1960). In 1970, training facilities were opened in Islamabad and a station opened at Multan . A 1973 law, signed by Zulfikar Ali Bhutto ( President and later Prime minister ) regulated Pakistan Broadcasting Corporation (PBC) as ""to publish, circulate, distribute and regulate (reliable and trusted) news and information in any part of the world in any manner that may be deemed fit"". Its one core mission states: ""education, news and information to be brought to public awareness the whole range of significant activity."". It was converted into Pakistan Broadcasting Corporation on 20 December 1972 as a statutory body governed by the board of directors and Director General. The Radio Pakistan World Service was established on 21 April 1973. The service reached the remotest parts of Pakistan with stations at Gilgit (1977) and Skardu (1977) in the far north and Turbat (1981) in the far southwest. From 1981 to 1982 stations and transmitters were also established at Dera Ismail Khan , Khuzdar and Faisalabad . Radio Pakistan opened a new broadcasting house in Khairpur on 7 May 1986, followed by relay stations in 1989 at Sibi and on 21 March 1991 in Abbottabad . The remoter parts of the country began to receive coverage with new stations opened in the 1990s at Chitral , Loralai and Zhob . In 1997, the Federal Minister of Information inaugurated the computerisation of the PBC news processing system and availability of the news bulletins on the Internet in text and a",5000,810
pakistan_coast_guards,Pakistan Coast Guards,"The Pakistan Coast Guards ( abbreviation : PCG ) ( Urdu : پاکستان کوسٹ گارڈز ) is a maritime law enforcement agency of the Civil Armed Forces of Pakistan. It is managed and controlled by the Pakistani Ministry of Interior and its weapons and commissioned officers are provided by the Pakistan Army , with a mission of riverine operations and coastal operations including conducting anti-narcotics missions, anti-human trafficking , illegal immigration through the coastal areas, and anti-smuggling initiatives. It is also involved in counterinsurgency to a smaller degree due to its federal paramilitary status and law enforcement responsibilities. The Coast Guards should not be confused with the Pakistan Maritime Security Agency (PMSA), which is a Marine law enforcement agency managed and controlled by the Pakistan Navy . The PMSA conducts search and rescue operations at sea and helps to defend the coastal areas while conducting military operations for maritime law enforcement in national and international waters . From 1947–60s, the Pakistan Customs had the law enforcement responsibility for the defense of land and sea based frontiers of Pakistan with the objective to prevent smuggling of contraband items into and from Pakistan. In 1971, the headquarters of the Coast Guard was established in Karachi with Pakistan Army's Brigadier Sajjad Husain becoming its first director-general. Its constitutional status was granted through the Parliamentary procedures in 1972 and became a federal law enforcement agency in 1973 while remaining a branch with the Army. The Pakistan Coast Guards are responsible for maintaining the constitutional law at the Pakistan's beaches and patrolling the riverine platforms while the combat sea-based search and rescue missions, enforcement of admiralty law in the international waters, and preventing the armed piracy falls under the responsibility of the Maritime Security Agency (MSA). Since then, it has upgraded its facilities and fleet to bolster its capabilities of littoral patrolling of the coast line. As per the old structure of the Coast Guard, the Coast Guard was headed by an appointed Army Major General or Senior Brigadier who was formally known as Director General with a Deputy Director General who was either a junior Brigadier or Full Colonel from the Army. The officers of the Force were seconded from the Army for a period of one to three years, while the troops were permanent. Each battalion was led by a Commanding officer who was a Lieutenant Colonel from the Army and his deputy was an OIC who was a Major from the Army. The exact number of personnel and equipment held with Coast Guards remains classified. Estimates for its individual battalions ranges from 500–1,200 personnel per battalion. The Pakistan Coast Guards works under administrative control of Ministry of Interior in peace time whereas it will come under operational control of Pakistan Army in wartime situations. The Coast Guard is headed by an appointed Major General from the Army who is formally known as Director General with two sector commanders who are Brigadier from the Army. Each sector commander has a few full Colonels (also from the Army) who help them manage their respective sectors. The officers of the Force are seconded from the Army for a period of one to three years, while the troops are permanent. Each battalion is led by a Commanding officer who is a Lieutenant Colonel from the Army and his deputy is an OIC who is a Major from the Army. All Commissioned Officers of the Pakistan Coast Guard (from regular Lieutenant onwards till Major-General) come from the Pakistan Army . Despite this they fall under Ministry of Interior rather than the Ministry of Defence , except during wartime. The Headquarters with its complements and PCG Hospital . PCG Battalions are led by commandants with the rank of lieutenant colonel, appointment coming from the Army. These battalions are divided into two sectors. The PCG's Field Intelligence Unit is based in both sectors. The battalions are each subdivided into 3-4 companies (commanded by majors, captains, and lieutenants seconded from the Army). In addition to land based troops, the Coast Guards also maintains a small fleet of patrol boats to perform its sea-borne duties, although the operations in deep water and dangerous undertaking are conducted by its counterpart Maritime Security Agency ( MSA ) of Pakistan Navy . Pakistan Coast Guards as a whole is spread all over to safeguard coastal belt of 1050 km as well as up to 12 NM Territorial Waters of Pakistan. Marine Wing of PCG is entrusted with the responsibility of 12 NM of territorial waters. The Marine Wing is based at Karachi and commanded by a commander of operation branch, seconded from Pakistan Navy. MW is equipped with Fast Patrol Crafts, lethal Interceptor Boats and other Utility Boats with latest equipment on board. MW has full facility to train its men in the relevant fields and able to conduct general and technical ca",5000,809
pakistan_council_of_scientific_and_industrial_research,Pakistan Council Of Scientific And Industrial Research,"The Pakistan Council of Scientific & Industrial Research ( PCSIR ) is an independent federal agency under the Ministry of Science and Technology (MOST) whose mission is to promote Pakistan's innovation, economic uplift, promotion of science, and the industrial competitiveness. The PCSIR is organized into biological and physical sciences laboratories program that includes research in polymer science, engineering, metallurgy, chemicals, food, petroleum, leather, environmental, and ocean sciences. After the partition of the British India by the United Kingdom in 1947 , the Indian government refused the transfer of the Indian Council of Scientific and Industrial Research laboratories to Pakistan as many were well established in India. Furthermore, there was a strong lack of education (with widespread illiteracy in the nation), lack of vision about the education, myopic bureaucracy, and the lack scientific awareness during the formative years of Pakistan and its turbulent nature of its emergence critically influenced and felt the scientific development of Pakistan at the highest government level. Realizing this prompt reality in 1948 , Prime Minister Liaquat Ali Khan to write a letter of request to his Indian counterpart, Jawaharlal Nehru , to atleast allow the immigration of Indian Muslims scientists to Pakistan. Among them was Salimuzzaman Siddiqui , a chemist with the PhD from Germany , who was the director of one of Indian CRSI laboratories and emigrated to Pakistan and established the Pakistan Department of Research at the University of Karachi in 1951 . In 1953 , the department was finally reformulated and established as the ""Pakistan Council of Scientific & Industrial Research"" with S. Siddiqui being its first chief scientist. Originally, it mission was to promote the cause of ""Science"" and its objectives were codified in Societies Act by the Government of Pakistan. Establishment of the PCSIR allowed many scientists in the country to permanently seek stable employment with the government. Between 1953–56, the PCSIR expanded its scientific scope by promoting education on science and established its regional head offices with laboratories first in Karachi, Lahore, Peshawar, Quetta, and followed by in East Pakistan, including in Dhaka , Rajshahi , and Chittagong which were later evolved into the Bangladesh Council of Scientific and Industrial Research in 1973. During its formative years, the PCSIR was strongly encouraged and moved towards advancing the field of organic chemistry and molecular biology for medicinal benefits of the country. In 1965, the PCSIR's mission moved towards offering services in electrical and mechanical engineering disciplines when it found funding and guidance from the Pakistan Armed Forces . In 1973, the mandate and the agency's mission was codified by the parliamentary legislation and its status granted as independent agency under the Ministry of Science and Technology in 1984. The PCSIR has six laboratory complexes in the country who engaged in testing analysis of the structural engineering , ocean sciences, life sciences, healthcare including medical diagnostics, metallurgy, chemicals and their safety, mining, petroleum, food, leather, and environmental science. In 1953 , the PCSIR Karachi Laboratories Complex was established near the University of Karachi that engaged in studying the biological sciences for medicinal benefits, computer and the physical sciences to provide service to the nation. In 1955 , the agency established the PCSIR Laboratories Complex, Peshawar with a view to investigate raw material resources of the region and assist in the industrial development of the country. In 1956 , the PCSIR Laboratories Complex, Lahore was established at the vicinity of the University of Punjab whose mission scope is very similar to its sister site in Karachi. In 1985 , the PCSIR Laboratories Complex, Hyderabad was established to provide better research coordination with the University of Sindh , which is in Hyderabad. In 1997 , the agency then moved forward towards establishing the PCSIR Laboratories Complex, Skardu to help benefit the local community to impart training to local people in the field of processing and preservation of fruits and vegetables. In 2004 , the PCSIR Laboratories Complex, Quetta was established that currently works on the food technology and reprocessing. In 2022 , the PCSIR Laboratories Complex, Islamabad was established to study the microbiology and environmental sciences when the proposal was put forward. The PCSIR Laboratories Complexes are organized in two category with Karachi, Lahore, Peshwar and Quetta complexes are classified as ""Multifunctional Laboratories"" while the Islamabad and Skardu complexes are classified as ""Monofunctional Laboratories"". The PCSIR provides fundings through scholarships in training, education, and subsequently awarding degrees as its wider scope to promote the promotion of science and technology through its HRD Centers, w",5000,750
pakistan_environmental_protection_agency,Pakistan Environmental Protection Agency,"The Pakistan Environmental Protection Agency ( Urdu : ایجنسی برائے حفاظت ماحولیات , abbreviated as Pak-EPA ), is an executive agency of the Government of Pakistan managed by the Ministry of Climate Change . The agency is charged with protecting human health and the environment by developing and enforcement mechanisms based on laws passed by Parliament . The Pak-EPA was proposed by Prime Minister Nawaz Sharif ; it began operations in 1997 after Parliament passed a law to establish a federal executive agency. The agency is led by an appointed director-general , who is appointed by the Prime Minister on the advice of the Minister of Climate Change. The current director-general is Farzana Altaf Shah. Pak-EPA is not a Cabinet department, but the director-general is normally given the cabinet rank . Farzana Altaf Shah was recently promoted to the cabinet rank. She is the first female Director General appointed on 17 October 2016.",937,153
pakistan_institute_of_medical_sciences,Pakistan Institute Of Medical Sciences,"Pakistan Institute of Medical Sciences ( PIMS ) is a research oriented health sciences institute located in Islamabad , Pakistan . It is one of the region's leading tertiary level hospitals which includes 22 medical and surgical specialist centers. It provides medical training through the Quaid-e-Azam Postgraduate Medical College which was established on 1 February 1989. Later on Shaheed Zulfiqar Ali Bhutto Medical University was established through act of parliament in 2013. The first vice chancellor was professor Dr. Javed Akram who served till 2018. Established in 1985 the institute includes three semi-autonomous hospitals including the Islamabad Hospital (IH) which is a 592-bed hospital spread over 3.5 hectares , the 230 bedded Children's Hospital spread over 1.6 hectares specializing in pediatric care and the 125 bedded Maternal & Child Health Care Centre which specializes in obstetrics and gynecology . In 2018, according to PIMS Gastroenterology Department, there was a 30 per cent increase in patients at this hospital compared to the number of patients in 2016-17. The Medical colleges and school affiliated with the institute are: 33°42′N 73°03′E ﻿ / ﻿ 33.700°N 73.050°E ﻿ / 33.700; 73.050",1212,187
pakistan_international_airlines,Pakistan International Airlines,"Pakistan International Airlines ( PIA ) is the national flag carrier of Pakistan. With its primary hub at Jinnah International Airport in Karachi , the airline also operates from its secondary hubs at Allama Iqbal International Airport in Lahore and at Islamabad International Airport . Until its privatization in 2025, the airline was managed and operated as a state-owned enterprise under Aviation Division of the federal Government of Pakistan . Founded on 29 October 1946 by Miraza Ishpahani and Adamjee Dawood as Orient Airways , the airline was initially private entity and based in Calcutta in British India , before shifting operations to the newly independent state of Pakistan in August 1947. Soon, the Orient Airways was nationalized to form the Pakistan International Airlines Corporation (PIAC). The airline commenced international services in 1955 to London, via Cairo and Rome. In 1964, it became the first non-Communist airline to fly to China. PIA assisted in the establishment of Emirates in 1985 and became the launch customer of the Boeing 777-200LR in 2004. On 10 November 2005, PIA completed the world's longest nonstop commercial passenger flight using a Boeing 777-200LR, flying eastbound from Hong Kong to London in 22 hours and 22 minutes. PIA is Pakistan's largest airline and operates a fleet of 32 aircraft, Mostly various Boeing 777 types, Airbus A320s and ATR aircraft. The airline operates a frequent flyer program, Awards +Plus. It is not part of any airline alliance. The airline operates nearly 50 flights daily, servicing 20 domestic destinations and 28 international destinations across Asia, Europe, the Middle East and North America. In addition to commercial flight operations, PIA also owns the Sofitel Paris, The Scribe Hotel in Paris, and The Roosevelt Hotel in New York City. The Roosevelt is now used as a homeless shelter . The Government of Pakistan's report in 2020 emphasised that after Air Marshals Nur Khan and Asghar Khan —whose tenures were regarded in aviation circles as the ""Golden Age of PIA""—departed from their leadership roles, the airline began a downward trajectory, suffering billions in losses. Its assets declined, disciplinary issues escalated, and unions indirectly took control of management. Aircraft that were capable of flying were grounded, and repairable equipment was neglected. From 30 June 2020 until 29 November 2024, PIA was banned from flying in European airspace after EASA determined that the airline was not capable of certifying and overseeing its operators and aircraft in accordance with applicable international standards. This decision, which was also implemented at various dates in other non-EU territories, was made soon after it was revealed that at least a fourth of all pilots' licences issued in Pakistan were not genuine. Following prolonged financial losses, governance issues, and international operational restrictions, Pakistan International Airlines was privatised in 2025, ending direct government ownership and transferring majority control to the private sector. Pakistan International Airlines can trace its origins to the days when Pakistan had not gained independence and was still part of the British Raj until 1947. In the early 1930s, Imperial Airways operated its long-haul routes by creating a lot of small airports across Africa and Asia. The Handley Page H.P.42 aircraft was Imperial Airways' first major success, as it was specially designed to handle operations from unprepared ground. In 1945, the country's founder Muhammad Ali Jinnah recognised the need for a flag carrier for the future nation and sought financial help from wealthy businessmen Mirza Ahmad Ispahani and Adamjee Haji Dawood . As a result, the new airline, Orient Airways , was registered in Kolkata (then known as Calcutta) on 23 October 1946. Orient became the first and only Muslim -owned airline in the British Raj. In February 1947, the airline bought three Douglas DC-3 aircraft and obtained a licence to fly in May of the same year. The airline started its operations on 30 June 1947, offering services in British India from Calcutta to Sittwe and Rangoon (present-day Yangon ). On 14 August 1947, Pakistan gained independence and Orient Airways started relief operations for the new country. The airline was entrusted with the task of servicing air routes between East and West Pakistan . By 1949, Orient acquired three Convair CV-240s to service the Karachi-Delhi-Kolkata-Dhaka route and became the first Asian airline to operate Convair aircraft. Orient's traffic continuously declined until 1953 as Great Britain's BOAC had been granted rights to carry passengers between the two wings of Pakistan, while two other local competitors also began serving Orient routes. As a result of losses, the Pakistani government began subsidising Orient's operations through a 1952 contract for the purchase of three Lockheed L-1049 Super Constellations registered to the government's newly established subsidiary, Paki",5000,776
pakistan_medical_commission,Pakistan Medical Commission,"Pakistan Medical and Dental Council is a statutory regulatory authority that maintains the official register of medical practitioners in Pakistan. Its chief function is to establish uniform minimum standards of basic and higher qualifications in medicine and dentistry throughout Pakistan. It also sets the education standards for medical colleges in Pakistan along with the Higher Education Commission . The Pakistan Medical Council was initially established in 1948 by adopting the British Indian Medical Council Act 1933 on the recommendations of the 1947 Pakistan Health Conference. It was later reorganized under the Pakistan Medical Council Act 1951 whereby each province has its own medical council. In 1957, the West Pakistan Medical Council was formed by merging the Sindh Medical Council and the Punjab Medical Council. The Pakistan Medical Council Ordinance 1962 established the present-day Pakistan Medical and Dental Council as a statutory body in 1962 and all provincial councils were dissolved. Three amendments were passed thereafter as the Medical and Dental Council (Amendment) Act in 1973, 1999 and 2012. In 2019, President Arif Alvi passed a law, creating a new body named Pakistan Medical Council (PMC) and dissolved the Pakistan Medical and Dental Council (PM&DC). In 2022, the Islamabad High Court restored the PM&DC and declared the formation of Pakistan Medical Commission (PMC) – a body formed through a presidential ordinance in its place – as illegal. All medical and dental practitioners and students are required to register with the commission to legally practice medicine and dentistry in Pakistan. The guidelines for registration are outlined under Chapter IX, Pakistan Registration of Medical and Dental Practitioners Regulations, 2008 . Several corruption allegations and scandals have been associated with the previous council (PMC). In particular, irregularities in the registration of medical and dental colleges and allegations of wrongdoing in the accreditation of doctors have also been leveled in judicial probes of the council's affairs. A judicial commission was set up under a court order after allegations of embezzlement in the registration of private medical and dental colleges surfaced in 2013. The commission was headed by the former Lahore High Court judge Shabbar Raza Rizvi. The disparity in the issuance of PMDC licenses raises significant concerns about fairness and transparency in the licensing process. The students completed my MS Orthopedics in 2024 from Khawaja Muhammad Safdar Medical College, Sialkot, a degree recognized and affiliated with the University of Health Sciences. Despite fulfilling all academic and training requirements, the students have yet to receive my permanent PMDC license. On the other hand, some of their colleagues (Yasir Iqbal PMDC no. 81910-P and Muneeb Ur Rehman Cheema PMDC # 69018-P), who also trained in the same institution and department, were granted their PMDC numbers in 2024 after completing their FCPS (not MS). This inconsistency appears to stem from the PMDC's lack of evaluation visits to the institution. It is unjustifiable that this oversight penalizes some graduates while favoring others, perpetuating a system of double standards. This agency did also unjust behaviour with the first Pakistani female orthopedic surgeon, even after completing her degree, the agency did not issue PMDC license. This will promote fairness, eliminate bias, and uphold the professional integrity of the medical fraternity. The MS Orthopedics degree, awarded by the University of Health Sciences, has been fully attested by the Higher Education Commission (HEC), affirming its authenticity and validity. This attestation certifies that this qualification meets international standards and allows one to pursue a medical career worldwide, subject to fulfilling additional country-specific requirements. However, in their own country, Pakistan, the graduate are unable to practice as an MS Orthopedic Surgeon due to the lack of a PMDC license. This predicament stems not from any deficiency in the credentials but from systemic issues such as inadequate documentation, lack of oversight, or maladministration by PMDC or Khawaja Muhammad Safdar Medical College. It is unjust to penalize students for administrative shortcomings beyond their control. Representatives of various medical organisations have expressed their concerns regarding PMC that it will give autonomy to private medical colleges for fixing their fees, thus increasing the burden on students. In October 2019, the PMDC was dissolved and replaced by the Pakistan Medical Commission (PMC) following President Arif Alvi 's signing of the Pakistan Medical Commission Ordinance 2019 . The move was done in order to regulate and control the medical profession in Pakistan by establishing uniform minimum standards of medical education, training, and recognition of qualifications in medicine and dentistry. For this to occur, it was argued that PMDC h",5000,748
pakistan_meteorological_department,Pakistan Meteorological Department,"The Pakistan Meteorological Department (PMD) ( Urdu : محکمہ موسمیات پاکستان , also known as Pakistan Met Office ), is an autonomous and independent institution tasked with providing weather forecasts and public warnings concerning weather for protection, safety and general information. Apart from meteorology , it is also involved in monitoring as well as investigating weather phenomena , seismology , hydrology and research in astrophysics , climate change, aeronautical engineering , and renewable energy resources across the country. It is headquartered in Islamabad . Until 1991, PMD provided aviation weather services to defence forces through regular deputation of meteorologists to the Pakistan Air Force (PAF). However in 1991, PAF formed its own Met branch, and officers are now inducted on a regular basis in PAF to meet aviation requirements. The main training for meteorologists is, however, imparted by PMD at Pakistan Institute of Meteorology and Geo Physics Karachi, through formally recognized courses. PAF Met branch is now providing weather services to PAF, Pakistan Army , Pakistan Navy , and paramilitary forces. PAF's main Met offices are located in Karachi , Jacobabad , Shorkot , Sargodha , Mianwali , Rawalpindi , Kamra , Risalpur and Peshawar . PMD has offices and research facilities in all provinces and territories of the country. Shortly after independence in 1947, the Pakistan Meteorological Department was established and inherited 15 meteorological observatories from the Central Meteorological Organization of the British Raj . In 1948, PMD began providing basic weather forecast to Pakistan's print media . In the 1950s, the meteorological department became one of the leading scientific institutions in Pakistan; concerning itself in the field of research in space and atmospheric sciences, it worked in close coordination with the Ministry of Defence (MoD) and the Ministry of Environment (MoEn) for reporting accurate weather information for aviation and hydrography. In the 1960s, the meteorological department was split and the Pakistan Navy Hydrographic Department was established for the Pakistan Navy . Some of Pakistan's most notable and reputable scientists have been affiliated with the PMD. It assisted the federal government in establishing the SUPARCO in 1961, where many of its atmospheric scientists and technical staff joined the new space agency. The PMD has also assisted and lead studies in the Geomagnetic Field Monitoring Program of SUPARCO. Since its establishment, the PMD has become one of the leading governmental scientific institution in guiding the government in environmental and space policy formation. In 1965, the first televised weather forecast was broadcast by PTV . Since 1974, the meteorological department has been collecting data on seismic activity in Pakistan and thus is able to act as a consultant in seismic design of dams, buildings as well as disaster relief schemes. PMD's flood forecasting system has assisted the other government departments as well. The Pakistan Meteorological Department is headed by the Director General. The Department is further divided into several directorates as follows: The Pakistan Meteorological Department established and expanded its network of meteorological observatories across Pakistan since 1947. As of 2017, there are 111 meteorological , airborne and astronomical observatories: Some weather stations have limited reporting times, while other report continuously, mainly Pakistan Air Force and Army Aviation Corps stations where a staffed meteorological office is provided for military operations. Reports (observations) from weather stations vary considerably and it is because there are different types of weather in different regions. There is list of weather stations below: Weather surveillance radars are located in various cities which provide the weather coverage of the entire country. The main weather radars stations are located in Islamabad and Karachi. These radars are equipped with the state-of-the-art technologies. From 2004 to 2018, the Research & Development Division published 28 issues of a peer reviewed scientific journal, the Pakistan Journal of Meteorology ( PJM ). The semi-annual PJM , which accepted submissions from scientists across the world, was: ...an international journal on the Dynamics, Physics and Chemistry of the atmosphere and with papers across the full range of the atmospheric sciences... [covering] achievements and developments not only in the field of meteorology but also in other disciplines like Agrometeorology, Hydrology, Biometeorology, Seismology, Remote Sensing, Climate dynamics and variability, Weather Systems and Numerical Weather Prediction, Global warming and Climate change.",4761,702
pakistan_national_council_of_the_arts,Pakistan National Council Of The Arts,"Pakistan National Council of the Arts also known as PNCA ( Urdu : پاکستان قومی انجمن برائے فنون ) is a federal institute under the National Heritage and Culture Division , Government of Pakistan . It was established through an Act of Parliament in 1973 with the mandate to lead the development of arts in Pakistan. PNCA policies are framed by its Board of Governors which reports to the Federal Minister for National Heritage and Culture Division. The Council is structured into four major divisions: The Visual Arts Division (VAD) was established /set up in 1974 initially named as ""Plastic Arts Division"". The Division has two operational components, when initiated; The National Art Gallery (NAG) & Design Section (initially functioning in a residential facility and shifted to its permanent venue in 2007). In July 2017, China 's culture was showcased at the PNCA. Performing Arts Division of PNCA is mandated for the promotion and preservation of the Intangible Cultural Heritage. It is engaged in organizing different shows/ programmes representing provincial/ regional cultures/ heritage – (Dance, Music and Drama). A National Music Festival was held to commemorate the 70th Independence Day of Pakistan in August 2017. The events were scheduled as follows: To celebrate the culture and heritage of Pakistan, pictorial exhibitions are also held at the PNCA. These picture displays capture folk heritage, traditional architecture and just routine life in Pakistan. In October 2017, a photo exhibition from Colombia titled 'Amazing Amazon' was held at PNCA. Pakistan National Council of the Arts has a Children Art Workshop section. CAW organizes following colourful programmes round the year: National Puppet Theatre was established in 1975. It was a step taken by Pakistan National Council of the Arts, Ministry of Culture & Pakistan in order to revive the most popular folk art, which was dying due to negligence. Two groups were sent to China for Rod puppet training in 1975 and 1979 and a third was sent to Poland in 1987. Since then its quest to promote the art of puppetry, at home and in remote/ far flung areas of Pakistan, is in progress. NPT is carrying on its services to entertain/educate the children and norms through puppetry at home by conducting free puppet shows every Friday at Liaquat Memorial Hall, Rawalpindi in the past and is carrying on this at National Art Gallery , Islamabad with its eleven-member team. This team of National Puppet Theatre also holds shows every year to highlight important international events like Earthquake Victims Day, Kashmir Solidarity Day, Pakistan Day Celebrations, Independence Day Celebrations, World Tourism Day, and Universal Children Day & Quaid-e-Azam Day Celebrations.",2736,437
pakistan_navy,Pakistan Navy,"The Pakistan Navy ( PN ) ( Urdu : پاک بحریہ , romanised : Pāk Bahrí'a , pronounced [ˈpaːk baɦɽia] ) is the naval warfare branch of the Pakistan Armed Forces . The Chief of the Naval Staff , a four-star admiral , commands the navy. The Pakistan Navy operates on the coastline of Pakistan in the Arabian Sea and Gulf of Oman . It was established in August 1947, following the independence of Pakistan . The primary role of the Pakistan Navy is to defend Pakistan's sea frontiers from any external enemy attack. In addition to its war services, the Navy has mobilised its war assets to conduct humanitarian rescue operations at home as well as participating in multinational task forces mandated by the United Nations to prevent seaborne terrorism and piracy off the coasts. The Pakistan Navy is a volunteer force which has been in conflict with neighbouring India twice on its sea borders. It has been repeatedly deployed in the Indian Ocean to act as a military advisor to Gulf Arab states and other friendly nations during the events of multinational conflict as part of its commitment to the United Nations . The Pakistan Navy has several components including Naval Aviation , Marines , and the Maritime Security Agency (a coast guard ). Since its commencement, the defensive role of the navy has expanded from securing the sealines and becoming the custodian of Pakistan's second strike capability with an ability to launch underwater missile system to target enemy positions. The Chief of the Naval Staff is nominated by the Prime Minister and appointed by the President of Pakistan. Admiral Naveed Ashraf is the incumbent chief since 7 October 2023. Today is a historic day for Pakistan, doubly so for those of us in the Navy. The Dominion of Pakistan has come into being and with it a new Navy – the Royal Pakistan Navy – has been born. I am proud to have been appointed to command it and serve with you at this time. In the coming months, it will be my duty and yours to build up our Navy into a happy and efficient force — Muhammad Ali Jinnah , the founder of Pakistan , addressing the men and officers of HMIS Godavari in March 1948 The Pakistan Navy came into existence on 15 August 1947 with the establishment of Pakistan as an independent state from the United Kingdom . The Armed Forces Reconstitution Committee (AFRC), under Field Marshal Auchinleck , the last British Commander-in-Chief, India (C-in-C, India), divided the shares and assets of the Royal Indian Navy (RIN) between India and Pakistan in a ratio of 2:1, despite Pakistan having inherited the high percentage of delta areas on its coast and the large maritime area covering the Arabian Sea on the West and the Bay of Bengal on the East. Pakistan received two sloops , two frigates , four minesweepers, two naval trawlers and four harbour launches. In addition, India also objected to transfer any machinery at the Bombay Dockyard to Pakistan and further refused to part the machinery that happened to be on its soil. The navy endured a difficult beginning—of only 200 officers and 3,000 sailors inherited, the most senior was Captain HMS Choudri , who had little experience in military staffing . Of the 200 officers, twenty had come from the executive branch of the Royal Indian Navy ,. Only six officers were mechanical engineers . There were no electrical engineers or specialists to care for the electrical systems used for weapons or other machinery. The navy suffered perennial problems with inadequate staff, lack of operational bases, lack of financial support, and poor technological and personnel resources. It was the smallest military branch, and lacked importance in federal budgeting. Defence plans were based primarily from the point of view of the army and air force . The navy lacked facilities and maintenance machinery, as the only naval dockyard on the subcontinent was located in Bombay in India . To overcome these difficulties, the navy launched a recruitment programme for the young nation, starting in East Pakistan . Sustaining the programme there proved difficult; therefore, it was moved to concentrate recruitment in West Pakistan . Furthermore, procurement was greatly determined by the navy's role in previous wars. Most functions were in coastal defense and monitoring sea lanes, not in combat, making it difficult to justify spending on major weapons systems. The Navy's combat actions largely remained in absence during the first war with India in 1947–48 as all the fighting was restricted to land and aerial combat missions. On operational planning, Captain HMS Choudri had engaged on commanding a former RIN destroyer from Karachi to Bombay to oversee the evacuation of Indian emigrants to Pakistan. In 1948, the Royal Pakistan Navy had to engage in humanitarian missions to evacuate Indian immigrants trapped in disputed and hostile areas, with its frigates operating continuously. Command and control of the new Royal Pakistan Navy was extremely difficult as Prime Minister Liaquat Al",5000,837
